Date,Time,Site,Location,Client Location ID,Device,Country,Region,Segment,Cost,Currency,Weight,Unit,Portions,Quantity,Duration,Food Item,Food Item Category,Loss Reason,Source,Disposition,Container,Stage of Processing,Operator,Event Order No.,Edited
11/7/2019,10:45:19,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,2.52,USD,5.6,lb,,1,20,Hot Cereal,Bread-Cereal,Overproduction - Holding,Grill,Compost,Medium Round,Pre-Consumer,Pamela H,,0
11/7/2019,10:44:32,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,2.52,USD,5.6,lb,,1,17,Hot Cereal,Bread-Cereal,Overproduction - Holding,Grill,Compost,Medium Round,Pre-Consumer,Pamela H,,0
11/7/2019,10:43:57,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,1.46,USD,1.5,lb,,1,23,Potatoes,Starch,Overproduction - Holding,Grill,Compost,Medium Round,Pre-Consumer,Pamela H,,0
11/7/2019,10:40:12,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,1.07,USD,1.1,lb,,1,25,Potatoes,Starch,Overproduction - Line,Stir-Fry,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Lynn H,,0
11/7/2019,10:39:34,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,3.6,USD,3.4,lb,,1,15,Eggs,Dairy,Overproduction - Line,Stir-Fry,Compost,Half Hotel Pan (4-inch) Metal,Pre-Consumer,Lynn H,,0
11/7/2019,10:38:58,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,3.54,USD,3.4,lb,,1,19,Mixed Plate-Other,Mixed Foods,Overproduction - Line,Stir-Fry,Compost,Third Hotel Pan (2.5-inch) Metal,Pre-Consumer,Lynn H,,0
11/7/2019,9:26:57,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,0.88,USD,5.8,lb,,1,18,Vegetables,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Peggy P,,0
11/7/2019,9:02:53,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,0.29,USD,1.9,lb,,1,17,Vegetables,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Peggy P,,0
11/7/2019,8:12:00,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,2.27,USD,9,lb,,1,15,Melons,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Peggy P,,0
11/7/2019,7:46:06,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,3.68,USD,14.6,lb,,1,15,Melons,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Sixth Pan (6-inch) Metal,Pre-Consumer,Kip B,,0
11/7/2019,7:40:08,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,0.61,USD,4,lb,,1,20,Vegetables,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Half Hotel Pan (6-inch) Metal,Pre-Consumer,Kip B,,0
11/7/2019,7:35:13,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,4.77,USD,13.8,lb,,1,23,Fruit,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Peggy P,,0
11/7/2019,6:51:25,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,7.03,USD,27.9,lb,,1,16,Melons,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Sixth Pan (6-inch) Metal,Pre-Consumer,Kip B,,0
11/7/2019,6:32:00,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,3.3,USD,16.2,lb,1.08,1,13,Pineapple,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Peggy P,,0
11/7/2019,6:14:16,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,5.3,USD,2.4,lb,,1,23,Cookie,Desserts,Handling,Dessert Station,Compost,White Melamine Platter,Pre-Consumer,Lorraine B,,0
